recording_name,trial_number,subject_id,dataset_name,age_months,yoked_target,yoked_distractor,yoked_pair,exp_to_target_lang,fre_exp,eng_exp,media_name,initial_look,samples_target,samples_distractor,prop_looking,prop_looking_diff,number_fixations,correct_shift,remain_on_target,latency_to_switch,total_aoi_switches,duration_of_look,first_look_dur,longest_look_by_trial,max_pupil_baseline,max_pupil_post_onset,peak_pupil_size_difference,mean_pupil_baseline,mean_pupil_post_onset,mean_pupil_size_difference,peak_pupil_latency,age_months_centred,data_split
Mix_20_S51,11,49872000,Mix-20,21.7,cookie,foot,cookie-foot,40,60,40,Cookie R SW.AVI,target,36,102,0.2608695652173913,NA,1,NA,0,NA,1,600,600,600,2.8600000000000003,3.0650000000000004,0.20500000000000007,2.805,2.944,0.1389999999999998,1118,-3.3000000000000007,target
Mix_20_S51,18,49872000,Mix-20,21.7,book,dog,book-dog,40,60,40,Book L SW.AVI,target,130,0,1,NA,1,NA,1,NA,0,2166.666666666667,2166.666666666667,2166.666666666667,3.715,3.51,-0.20500000000000007,3.64125,2.817470588235294,-0.8237794117647059,216,-3.3000000000000007,target
Mix_14_S46,11,51576000,Mix-14,14,cookie,foot,cookie-foot,29,71,29,Cookie R SW.AVI,target,138,0,1,NA,1,NA,1,NA,0,2300,2300,2300,3.03,3.125,0.0950000000000002,2.984166666666667,2.929222222222222,-0.054944444444444684,100,-11,target
Mix_20_S54,10,68664000,Mix-20,20.3,door,mouth,door-mouth,47,53,47,Door L SW.AVI,target,91,34,0.728,NA,1,NA,1,NA,1,1516.6666666666667,1516.6666666666667,1516.6666666666667,2.92,3.1100000000000003,0.1900000000000004,2.8804166666666666,2.9371666666666667,0.05675000000000008,1250,-4.699999999999999,target
Mix_20_S54,11,68664000,Mix-20,20.3,cookie,foot,cookie-foot,47,53,47,Cookie R SW.AVI,target,96,19,0.8347826086956521,NA,3,NA,0,NA,2,522.2222222222223,500.00000000000006,550,2.995,3.075,0.08000000000000007,2.9783333333333335,2.9459036144578312,-0.03242971887550228,1317,-4.699999999999999,target
Mix_14_S48,2,92556000,Mix-14,15.1,mouth,door,door-mouth,60,40,60,Mouth R SW.AVI,target,89,55,0.6180555555555556,NA,2,NA,0,NA,2,741.6666666666667,866.6666666666667,866.6666666666667,2.9,3.2300000000000004,0.3300000000000005,2.8733333333333335,3.091833333333333,0.2184999999999997,933,-9.9,target
Mix_14_S48,11,92556000,Mix-14,15.1,cookie,foot,cookie-foot,60,40,60,Cookie R SW.AVI,target,83,43,0.6587301587301587,NA,1,NA,1,NA,1,1383.3333333333335,1383.3333333333335,1383.3333333333335,2.86,2.83,-0.029999999999999805,2.7336363636363634,2.6501111111111113,-0.08352525252525211,1632,-9.9,target
Mix_14_S48,14,92556000,Mix-14,15.1,dog,book,book-dog,60,40,60,Dog R SW.AVI,target,99,15,0.868421052631579,NA,3,NA,0,NA,2,538.8888888888889,666.6666666666667,666.6666666666667,2.74,3.015,0.2749999999999999,2.7087499999999998,2.816012658227848,0.1072626582278482,1282,-9.9,target
Mix_20_S56,2,91668000,Mix-20,20.2,mouth,door,door-mouth,91.5,8.5,91.5,Mouth R SW.AVI,target,143,0,1,NA,1,NA,1,NA,0,2383.3333333333335,2383.3333333333335,2383.3333333333335,3.12,3.13,0.009999999999999787,3.07375,3.0197701149425287,-0.05397988505747131,1233,-4.800000000000001,target
Mix_20_S58,2,85728000,Mix-20,20.133333333333333,mouth,door,door-mouth,82,18,82,Mouth R SW.AVI,target,80,63,0.5594405594405595,NA,2,NA,0,NA,3,666.6666666666667,700,700,2.6550000000000002,2.885,0.22999999999999954,2.6308333333333334,2.7491666666666665,0.11833333333333318,1349,-4.866666666666667,target
